lights,RH_5,Windspeed,Visibility,morning,afternoon,evening,night
3.1539740276496437,0.4535964810145171,1.1090157441614228,2.009983901583953,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
3.1539740276496437,0.4535964810145171,0.9767534552967926,1.693532983112907,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
3.1539740276496437,0.4414475313177524,0.8444911660353751,1.377082063816337,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4414475313177524,0.7122288771707448,1.0606311453452908,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4414475313177524,0.5799665883061146,0.7441802268742446,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4348208314831532,0.44770429904469705,0.4277293075776748,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
5.591737056809644,0.4278259820258933,0.31544201018006673,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
5.591737056809644,0.42046298184152187,0.38157315481077553,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4315074815658536,0.44770429904469705,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4315074815658536,0.5138354436754058,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
8.029500085969644,0.4315074815658536,0.5799665883061146,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
6.810618571389645,0.4315074815658536,0.6460977325400361,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
5.591737056809644,0.4414475313177524,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
4.372855542229644,0.4495468307474452,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
0.7162109984896435,0.48672998018751157,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
0.7162109984896435,0.5466463911920101,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
0.7162109984896435,0.5960705274583945,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
3.1539740276496437,0.6450344758681147,0.7122288771707448,0.11127838910662856,-0.5758354537083477,-0.5117138026293158,1.7266966964355615,-0.6426845869171516
